stage,tensor,sender,receiver,prefix_last_op,prefix_end,sender_first_whole_op3,sender_first_whole_op3_start,sender_V_gap_before_whole_op3,sender_op3_start_minus_copy_out_end,copy_out_id,copy_out_start,copy_out_end,copy_out_duration,copy_in_id,copy_in_release,copy_in_start,copy_in_end,copy_in_duration,wait_after_release,previous_MTE2_op,previous_MTE2_end,wait_beyond_release_and_MTE2_predecessor,second_whole_op2,second_whole_op2_end,copy_start_minus_op2_end,same_core_ops_ending_at_copy_start,whole_last_op,whole_end,suffix_first_op,suffix_start,suffix_last_op,suffix_end,copy_finish_after_whole_end,suffix_gap,unexplained_suffix_delay,receiver_first_start,root_input_copy_end,root_tail_after_leaf_copy
177,1000010492,0,2,10481,1136582,10490,1137677,47,0,1000026553,1136582,1137677,1095,1000026554,1138177,1138680,1139777,1097,503,1000026536,1135536,503,10461,1138680,0,10461,10463,1139728,10482,1139777,10483,1140825,49,49,0,1135536,1141327,92
177,1000010496,1,3,10485,1136583,10498,1137678,47,0,1000026559,1136583,1137678,1095,1000026560,1138178,1138681,1139778,1097,503,1000026539,1135537,503,10469,1138681,0,10469,10471,1139729,10486,1139778,10487,1140826,49,49,0,1135537,1141328,91
178,1000010551,0,2,10540,1142969,10549,1144064,47,0,1000026601,1142969,1144064,1095,1000026602,1144564,1145067,1146164,1097,503,1000026584,1141923,503,10520,1145067,0,10520,10522,1146115,10541,1146164,10542,1147212,49,49,0,1141923,1147714,92
178,1000010555,1,3,10544,1142970,10557,1144065,47,0,1000026607,1142970,1144065,1095,1000026608,1144565,1145068,1146165,1097,503,1000026587,1141924,503,10528,1145068,0,10528,10530,1146116,10545,1146165,10546,1147213,49,49,0,1141924,1147715,91
179,1000010610,0,2,10599,1149356,10608,1150451,47,0,1000026649,1149356,1150451,1095,1000026650,1150951,1151454,1152551,1097,503,1000026632,1148310,503,10579,1151454,0,10579,10581,1152502,10600,1152551,10601,1153599,49,49,0,1148310,1154101,92
179,1000010614,1,3,10603,1149357,10616,1150452,47,0,1000026655,1149357,1150452,1095,1000026656,1150952,1151455,1152552,1097,503,1000026635,1148311,503,10587,1151455,0,10587,10589,1152503,10604,1152552,10605,1153600,49,49,0,1148311,1154102,91
180,1000010669,0,2,10658,1155743,10667,1156838,47,0,1000026697,1155743,1156838,1095,1000026698,1157338,1157841,1158938,1097,503,1000026680,1154697,503,10638,1157841,0,10638,10640,1158889,10659,1158938,10660,1159986,49,49,0,1154697,1160488,92
180,1000010673,1,3,10662,1155744,10675,1156839,47,0,1000026703,1155744,1156839,1095,1000026704,1157339,1157842,1158939,1097,503,1000026683,1154698,503,10646,1157842,0,10646,10648,1158890,10663,1158939,10664,1159987,49,49,0,1154698,1160489,91
181,1000010728,0,2,10717,1162130,10726,1163225,47,0,1000026745,1162130,1163225,1095,1000026746,1163725,1164228,1165325,1097,503,1000026728,1161084,503,10697,1164228,0,10697,10699,1165276,10718,1165325,10719,1166373,49,49,0,1161084,1166875,92
181,1000010732,1,3,10721,1162131,10734,1163226,47,0,1000026751,1162131,1163226,1095,1000026752,1163726,1164229,1165326,1097,503,1000026731,1161085,503,10705,1164229,0,10705,10707,1165277,10722,1165326,10723,1166374,49,49,0,1161085,1166876,91
182,1000010787,0,2,10776,1168517,10785,1169612,47,0,1000026793,1168517,1169612,1095,1000026794,1170112,1170615,1171712,1097,503,1000026776,1167471,503,10756,1170615,0,10756,10758,1171663,10777,1171712,10778,1172760,49,49,0,1167471,1173262,92
182,1000010791,1,3,10780,1168518,10793,1169613,47,0,1000026799,1168518,1169613,1095,1000026800,1170113,1170616,1171713,1097,503,1000026779,1167472,503,10764,1170616,0,10764,10766,1171664,10781,1171713,10782,1172761,49,49,0,1167472,1173263,91
183,1000010846,0,2,10835,1174904,10844,1175999,47,0,1000026841,1174904,1175999,1095,1000026842,1176499,1177002,1178099,1097,503,1000026824,1173858,503,10815,1177002,0,10815,10817,1178050,10836,1178099,10837,1179147,49,49,0,1173858,1179649,92
183,1000010850,1,3,10839,1174905,10852,1176000,47,0,1000026847,1174905,1176000,1095,1000026848,1176500,1177003,1178100,1097,503,1000026827,1173859,503,10823,1177003,0,10823,10825,1178051,10840,1178100,10841,1179148,49,49,0,1173859,1179650,91
184,1000010905,0,2,10894,1181291,10903,1182386,47,0,1000026889,1181291,1182386,1095,1000026890,1182886,1183389,1184486,1097,503,1000026872,1180245,503,10874,1183389,0,10874,10876,1184437,10895,1184486,10896,1185534,49,49,0,1180245,1186036,92
184,1000010909,1,3,10898,1181292,10911,1182387,47,0,1000026895,1181292,1182387,1095,1000026896,1182887,1183390,1184487,1097,503,1000026875,1180246,503,10882,1183390,0,10882,10884,1184438,10899,1184487,10900,1185535,49,49,0,1180246,1186037,91
185,1000010964,0,2,10953,1187678,10962,1188773,47,0,1000026937,1187678,1188773,1095,1000026938,1189273,1189776,1190873,1097,503,1000026920,1186632,503,10933,1189776,0,10933,10935,1190824,10954,1190873,10955,1191921,49,49,0,1186632,1192423,92
185,1000010968,1,3,10957,1187679,10970,1188774,47,0,1000026943,1187679,1188774,1095,1000026944,1189274,1189777,1190874,1097,503,1000026923,1186633,503,10941,1189777,0,10941,10943,1190825,10958,1190874,10959,1191922,49,49,0,1186633,1192424,91
186,1000011023,0,2,11012,1194065,11021,1195160,47,0,1000026985,1194065,1195160,1095,1000026986,1195660,1196163,1197260,1097,503,1000026968,1193019,503,10992,1196163,0,10992,10994,1197211,11013,1197260,11014,1198308,49,49,0,1193019,1198810,92
186,1000011027,1,3,11016,1194066,11029,1195161,47,0,1000026991,1194066,1195161,1095,1000026992,1195661,1196164,1197261,1097,503,1000026971,1193020,503,11000,1196164,0,11000,11002,1197212,11017,1197261,11018,1198309,49,49,0,1193020,1198811,91
187,1000011082,0,2,11071,1200452,11080,1201547,47,0,1000027033,1200452,1201547,1095,1000027034,1202047,1202550,1203647,1097,503,1000027016,1199406,503,11051,1202550,0,11051,11053,1203598,11072,1203647,11073,1204695,49,49,0,1199406,1205197,92
187,1000011086,1,3,11075,1200453,11088,1201548,47,0,1000027039,1200453,1201548,1095,1000027040,1202048,1202551,1203648,1097,503,1000027019,1199407,503,11059,1202551,0,11059,11061,1203599,11076,1203648,11077,1204696,49,49,0,1199407,1205198,91
188,1000011141,0,2,11130,1206839,11139,1207934,47,0,1000027081,1206839,1207934,1095,1000027082,1208434,1208937,1210034,1097,503,1000027064,1205793,503,11110,1208937,0,11110,11112,1209985,11131,1210034,11132,1211082,49,49,0,1205793,1211584,92
188,1000011145,1,3,11134,1206840,11147,1207935,47,0,1000027087,1206840,1207935,1095,1000027088,1208435,1208938,1210035,1097,503,1000027067,1205794,503,11118,1208938,0,11118,11120,1209986,11135,1210035,11136,1211083,49,49,0,1205794,1211585,91
189,1000011200,0,2,11189,1213226,11198,1214321,47,0,1000027129,1213226,1214321,1095,1000027130,1214821,1215324,1216421,1097,503,1000027112,1212180,503,11169,1215324,0,11169,11171,1216372,11190,1216421,11191,1217469,49,49,0,1212180,1217971,92
189,1000011204,1,3,11193,1213227,11206,1214322,47,0,1000027135,1213227,1214322,1095,1000027136,1214822,1215325,1216422,1097,503,1000027115,1212181,503,11177,1215325,0,11177,11179,1216373,11194,1216422,11195,1217470,49,49,0,1212181,1217972,91
190,1000011259,0,2,11248,1219613,11257,1220708,47,0,1000027177,1219613,1220708,1095,1000027178,1221208,1221711,1222808,1097,503,1000027160,1218567,503,11228,1221711,0,11228,11230,1222759,11249,1222808,11250,1223856,49,49,0,1218567,1224358,92
190,1000011263,1,3,11252,1219614,11265,1220709,47,0,1000027183,1219614,1220709,1095,1000027184,1221209,1221712,1222809,1097,503,1000027163,1218568,503,11236,1221712,0,11236,11238,1222760,11253,1222809,11254,1223857,49,49,0,1218568,1224359,91
191,1000011318,0,2,11307,1226000,11316,1227095,47,0,1000027225,1226000,1227095,1095,1000027226,1227595,1228098,1229195,1097,503,1000027208,1224954,503,11287,1228098,0,11287,11289,1229146,11308,1229195,11309,1230243,49,49,0,1224954,1230745,92
191,1000011322,1,3,11311,1226001,11324,1227096,47,0,1000027231,1226001,1227096,1095,1000027232,1227596,1228099,1229196,1097,503,1000027211,1224955,503,11295,1228099,0,11295,11297,1229147,11312,1229196,11313,1230244,49,49,0,1224955,1230746,91
192,1000011377,0,2,11366,1232387,11375,1233482,47,0,1000027273,1232387,1233482,1095,1000027274,1233982,1234485,1235582,1097,503,1000027256,1231341,503,11346,1234485,0,11346,11348,1235533,11367,1235582,11368,1236630,49,49,0,1231341,1237132,92
192,1000011381,1,3,11370,1232388,11383,1233483,47,0,1000027279,1232388,1233483,1095,1000027280,1233983,1234486,1235583,1097,503,1000027259,1231342,503,11354,1234486,0,11354,11356,1235534,11371,1235583,11372,1236631,49,49,0,1231342,1237133,91
193,1000011436,0,2,11425,1238774,11434,1239869,47,0,1000027321,1238774,1239869,1095,1000027322,1240369,1240872,1241969,1097,503,1000027304,1237728,503,11405,1240872,0,11405,11407,1241920,11426,1241969,11427,1243017,49,49,0,1237728,1243519,92
193,1000011440,1,3,11429,1238775,11442,1239870,47,0,1000027327,1238775,1239870,1095,1000027328,1240370,1240873,1241970,1097,503,1000027307,1237729,503,11413,1240873,0,11413,11415,1241921,11430,1241970,11431,1243018,49,49,0,1237729,1243520,91
194,1000011495,0,2,11484,1245161,11493,1246256,47,0,1000027369,1245161,1246256,1095,1000027370,1246756,1247259,1248356,1097,503,1000027352,1244115,503,11464,1247259,0,11464,11466,1248307,11485,1248356,11486,1249404,49,49,0,1244115,1249906,92
194,1000011499,1,3,11488,1245162,11501,1246257,47,0,1000027375,1245162,1246257,1095,1000027376,1246757,1247260,1248357,1097,503,1000027355,1244116,503,11472,1247260,0,11472,11474,1248308,11489,1248357,11490,1249405,49,49,0,1244116,1249907,91
195,1000011554,0,2,11543,1251548,11552,1252643,47,0,1000027417,1251548,1252643,1095,1000027418,1253143,1253646,1254743,1097,503,1000027400,1250502,503,11523,1253646,0,11523,11525,1254694,11544,1254743,11545,1255791,49,49,0,1250502,1256293,92
195,1000011558,1,3,11547,1251549,11560,1252644,47,0,1000027423,1251549,1252644,1095,1000027424,1253144,1253647,1254744,1097,503,1000027403,1250503,503,11531,1253647,0,11531,11533,1254695,11548,1254744,11549,1255792,49,49,0,1250503,1256294,91
196,1000011613,0,2,11602,1257935,11611,1259030,47,0,1000027465,1257935,1259030,1095,1000027466,1259530,1260033,1261130,1097,503,1000027448,1256889,503,11582,1260033,0,11582,11584,1261081,11603,1261130,11604,1262178,49,49,0,1256889,1262680,92
196,1000011617,1,3,11606,1257936,11619,1259031,47,0,1000027471,1257936,1259031,1095,1000027472,1259531,1260034,1261131,1097,503,1000027451,1256890,503,11590,1260034,0,11590,11592,1261082,11607,1261131,11608,1262179,49,49,0,1256890,1262681,91
197,1000011672,0,2,11661,1264322,11670,1265417,47,0,1000027513,1264322,1265417,1095,1000027514,1265917,1266420,1267517,1097,503,1000027496,1263276,503,11641,1266420,0,11641,11643,1267468,11662,1267517,11663,1268565,49,49,0,1263276,1269067,92
197,1000011676,1,3,11665,1264323,11678,1265418,47,0,1000027519,1264323,1265418,1095,1000027520,1265918,1266421,1267518,1097,503,1000027499,1263277,503,11649,1266421,0,11649,11651,1267469,11666,1267518,11667,1268566,49,49,0,1263277,1269068,91
198,1000011731,0,2,11720,1270709,11729,1271804,47,0,1000027561,1270709,1271804,1095,1000027562,1272304,1272807,1273904,1097,503,1000027544,1269663,503,11700,1272807,0,11700,11702,1273855,11721,1273904,11722,1274952,49,49,0,1269663,1275454,92
198,1000011735,1,3,11724,1270710,11737,1271805,47,0,1000027567,1270710,1271805,1095,1000027568,1272305,1272808,1273905,1097,503,1000027547,1269664,503,11708,1272808,0,11708,11710,1273856,11725,1273905,11726,1274953,49,49,0,1269664,1275455,91
199,1000011790,0,2,11779,1277096,11788,1278191,47,0,1000027609,1277096,1278191,1095,1000027610,1278691,1279194,1280291,1097,503,1000027592,1276050,503,11759,1279194,0,11759,11761,1280242,11780,1280291,11781,1281339,49,49,0,1276050,1281841,92
199,1000011794,1,3,11783,1277097,11796,1278192,47,0,1000027615,1277097,1278192,1095,1000027616,1278692,1279195,1280292,1097,503,1000027595,1276051,503,11767,1279195,0,11767,11769,1280243,11784,1280292,11785,1281340,49,49,0,1276051,1281842,91
200,1000011849,0,2,11838,1283483,11847,1284578,47,0,1000027657,1283483,1284578,1095,1000027658,1285078,1285581,1286678,1097,503,1000027640,1282437,503,11818,1285581,0,11818,11820,1286629,11839,1286678,11840,1287726,49,49,0,1282437,1288228,92
200,1000011853,1,3,11842,1283484,11855,1284579,47,0,1000027663,1283484,1284579,1095,1000027664,1285079,1285582,1286679,1097,503,1000027643,1282438,503,11826,1285582,0,11826,11828,1286630,11843,1286679,11844,1287727,49,49,0,1282438,1288229,91
201,1000011908,0,2,11897,1289870,11906,1290965,47,0,1000027705,1289870,1290965,1095,1000027706,1291465,1291968,1293065,1097,503,1000027688,1288824,503,11877,1291968,0,11877,11879,1293016,11898,1293065,11899,1294113,49,49,0,1288824,1294615,92
201,1000011912,1,3,11901,1289871,11914,1290966,47,0,1000027711,1289871,1290966,1095,1000027712,1291466,1291969,1293066,1097,503,1000027691,1288825,503,11885,1291969,0,11885,11887,1293017,11902,1293066,11903,1294114,49,49,0,1288825,1294616,91
202,1000011967,0,2,11956,1296257,11965,1297352,47,0,1000027753,1296257,1297352,1095,1000027754,1297852,1298355,1299452,1097,503,1000027736,1295211,503,11936,1298355,0,11936,11938,1299403,11957,1299452,11958,1300500,49,49,0,1295211,1301002,92
202,1000011971,1,3,11960,1296258,11973,1297353,47,0,1000027759,1296258,1297353,1095,1000027760,1297853,1298356,1299453,1097,503,1000027739,1295212,503,11944,1298356,0,11944,11946,1299404,11961,1299453,11962,1300501,49,49,0,1295212,1301003,91
203,1000012026,0,2,12015,1302644,12024,1303739,47,0,1000027801,1302644,1303739,1095,1000027802,1304239,1304742,1305839,1097,503,1000027784,1301598,503,11995,1304742,0,11995,11997,1305790,12016,1305839,12017,1306887,49,49,0,1301598,1307389,92
203,1000012030,1,3,12019,1302645,12032,1303740,47,0,1000027807,1302645,1303740,1095,1000027808,1304240,1304743,1305840,1097,503,1000027787,1301599,503,12003,1304743,0,12003,12005,1305791,12020,1305840,12021,1306888,49,49,0,1301599,1307390,91
204,1000012085,0,2,12074,1309031,12083,1310126,47,0,1000027849,1309031,1310126,1095,1000027850,1310626,1311129,1312226,1097,503,1000027832,1307985,503,12054,1311129,0,12054,12056,1312177,12075,1312226,12076,1313274,49,49,0,1307985,1313776,92
204,1000012089,1,3,12078,1309032,12091,1310127,47,0,1000027855,1309032,1310127,1095,1000027856,1310627,1311130,1312227,1097,503,1000027835,1307986,503,12062,1311130,0,12062,12064,1312178,12079,1312227,12080,1313275,49,49,0,1307986,1313777,91
205,1000012144,0,2,12133,1315418,12142,1316513,47,0,1000027897,1315418,1316513,1095,1000027898,1317013,1317516,1318613,1097,503,1000027880,1314372,503,12113,1317516,0,12113,12115,1318564,12134,1318613,12135,1319661,49,49,0,1314372,1320163,92
205,1000012148,1,3,12137,1315419,12150,1316514,47,0,1000027903,1315419,1316514,1095,1000027904,1317014,1317517,1318614,1097,503,1000027883,1314373,503,12121,1317517,0,12121,12123,1318565,12138,1318614,12139,1319662,49,49,0,1314373,1320164,91
206,1000012203,0,2,12192,1321805,12201,1322900,47,0,1000027945,1321805,1322900,1095,1000027946,1323400,1323903,1325000,1097,503,1000027928,1320759,503,12172,1323903,0,12172,12174,1324951,12193,1325000,12194,1326048,49,49,0,1320759,1326550,92
206,1000012207,1,3,12196,1321806,12209,1322901,47,0,1000027951,1321806,1322901,1095,1000027952,1323401,1323904,1325001,1097,503,1000027931,1320760,503,12180,1323904,0,12180,12182,1324952,12197,1325001,12198,1326049,49,49,0,1320760,1326551,91
207,1000012262,0,2,12251,1328192,12260,1329287,47,0,1000027993,1328192,1329287,1095,1000027994,1329787,1330290,1331387,1097,503,1000027976,1327146,503,12231,1330290,0,12231,12233,1331338,12252,1331387,12253,1332435,49,49,0,1327146,1332937,92
207,1000012266,1,3,12255,1328193,12268,1329288,47,0,1000027999,1328193,1329288,1095,1000028000,1329788,1330291,1331388,1097,503,1000027979,1327147,503,12239,1330291,0,12239,12241,1331339,12256,1331388,12257,1332436,49,49,0,1327147,1332938,91
208,1000012321,0,2,12310,1334579,12319,1335674,47,0,1000028041,1334579,1335674,1095,1000028042,1336174,1336677,1337774,1097,503,1000028024,1333533,503,12290,1336677,0,12290,12292,1337725,12311,1337774,12312,1338822,49,49,0,1333533,1339324,92
208,1000012325,1,3,12314,1334580,12327,1335675,47,0,1000028047,1334580,1335675,1095,1000028048,1336175,1336678,1337775,1097,503,1000028027,1333534,503,12298,1336678,0,12298,12300,1337726,12315,1337775,12316,1338823,49,49,0,1333534,1339325,91
209,1000012380,0,2,12369,1340966,12378,1342061,47,0,1000028089,1340966,1342061,1095,1000028090,1342561,1343064,1344161,1097,503,1000028072,1339920,503,12349,1343064,0,12349,12351,1344112,12370,1344161,12371,1345209,49,49,0,1339920,1345711,92
209,1000012384,1,3,12373,1340967,12386,1342062,47,0,1000028095,1340967,1342062,1095,1000028096,1342562,1343065,1344162,1097,503,1000028075,1339921,503,12357,1343065,0,12357,12359,1344113,12374,1344162,12375,1345210,49,49,0,1339921,1345712,91
210,1000012439,0,2,12428,1347353,12437,1348448,47,0,1000028137,1347353,1348448,1095,1000028138,1348948,1349451,1350548,1097,503,1000028120,1346307,503,12408,1349451,0,12408,12410,1350499,12429,1350548,12430,1351596,49,49,0,1346307,1352098,92
210,1000012443,1,3,12432,1347354,12445,1348449,47,0,1000028143,1347354,1348449,1095,1000028144,1348949,1349452,1350549,1097,503,1000028123,1346308,503,12416,1349452,0,12416,12418,1350500,12433,1350549,12434,1351597,49,49,0,1346308,1352099,91
211,1000012498,0,2,12487,1353740,12496,1354835,47,0,1000028185,1353740,1354835,1095,1000028186,1355335,1355838,1356935,1097,503,1000028168,1352694,503,12467,1355838,0,12467,12469,1356886,12488,1356935,12489,1357983,49,49,0,1352694,1358485,92
211,1000012502,1,3,12491,1353741,12504,1354836,47,0,1000028191,1353741,1354836,1095,1000028192,1355336,1355839,1356936,1097,503,1000028171,1352695,503,12475,1355839,0,12475,12477,1356887,12492,1356936,12493,1357984,49,49,0,1352695,1358486,91
212,1000012557,0,2,12546,1360127,12555,1361222,47,0,1000028233,1360127,1361222,1095,1000028234,1361722,1362225,1363322,1097,503,1000028216,1359081,503,12526,1362225,0,12526,12528,1363273,12547,1363322,12548,1364370,49,49,0,1359081,1364872,92
212,1000012561,1,3,12550,1360128,12563,1361223,47,0,1000028239,1360128,1361223,1095,1000028240,1361723,1362226,1363323,1097,503,1000028219,1359082,503,12534,1362226,0,12534,12536,1363274,12551,1363323,12552,1364371,49,49,0,1359082,1364873,91
213,1000012616,0,2,12605,1366514,12614,1367609,47,0,1000028281,1366514,1367609,1095,1000028282,1368109,1368612,1369709,1097,503,1000028264,1365468,503,12585,1368612,0,12585,12587,1369660,12606,1369709,12607,1370757,49,49,0,1365468,1371259,92
213,1000012620,1,3,12609,1366515,12622,1367610,47,0,1000028287,1366515,1367610,1095,1000028288,1368110,1368613,1369710,1097,503,1000028267,1365469,503,12593,1368613,0,12593,12595,1369661,12610,1369710,12611,1370758,49,49,0,1365469,1371260,91
214,1000012675,0,2,12664,1372901,12673,1373996,47,0,1000028329,1372901,1373996,1095,1000028330,1374496,1374999,1376096,1097,503,1000028312,1371855,503,12644,1374999,0,12644,12646,1376047,12665,1376096,12666,1377144,49,49,0,1371855,1377646,92
214,1000012679,1,3,12668,1372902,12681,1373997,47,0,1000028335,1372902,1373997,1095,1000028336,1374497,1375000,1376097,1097,503,1000028315,1371856,503,12652,1375000,0,12652,12654,1376048,12669,1376097,12670,1377145,49,49,0,1371856,1377647,91
215,1000012734,0,2,12723,1379288,12732,1380383,47,0,1000028377,1379288,1380383,1095,1000028378,1380883,1381386,1382483,1097,503,1000028360,1378242,503,12703,1381386,0,12703,12705,1382434,12724,1382483,12725,1383531,49,49,0,1378242,1384033,92
215,1000012738,1,3,12727,1379289,12740,1380384,47,0,1000028383,1379289,1380384,1095,1000028384,1380884,1381387,1382484,1097,503,1000028363,1378243,503,12711,1381387,0,12711,12713,1382435,12728,1382484,12729,1383532,49,49,0,1378243,1384034,91
216,1000012793,0,2,12782,1385675,12791,1386770,47,0,1000028425,1385675,1386770,1095,1000028426,1387270,1387773,1388870,1097,503,1000028408,1384629,503,12762,1387773,0,12762,12764,1388821,12783,1388870,12784,1389918,49,49,0,1384629,1390420,92
216,1000012797,1,3,12786,1385676,12799,1386771,47,0,1000028431,1385676,1386771,1095,1000028432,1387271,1387774,1388871,1097,503,1000028411,1384630,503,12770,1387774,0,12770,12772,1388822,12787,1388871,12788,1389919,49,49,0,1384630,1390421,91
217,1000012852,0,2,12841,1392062,12850,1393157,47,0,1000028473,1392062,1393157,1095,1000028474,1393657,1394160,1395257,1097,503,1000028456,1391016,503,12821,1394160,0,12821,12823,1395208,12842,1395257,12843,1396305,49,49,0,1391016,1396807,92
217,1000012856,1,3,12845,1392063,12858,1393158,47,0,1000028479,1392063,1393158,1095,1000028480,1393658,1394161,1395258,1097,503,1000028459,1391017,503,12829,1394161,0,12829,12831,1395209,12846,1395258,12847,1396306,49,49,0,1391017,1396808,91
218,1000012911,0,2,12900,1398449,12909,1399544,47,0,1000028521,1398449,1399544,1095,1000028522,1400044,1400547,1401644,1097,503,1000028504,1397403,503,12880,1400547,0,12880,12882,1401595,12901,1401644,12902,1402692,49,49,0,1397403,1403194,92
218,1000012915,1,3,12904,1398450,12917,1399545,47,0,1000028527,1398450,1399545,1095,1000028528,1400045,1400548,1401645,1097,503,1000028507,1397404,503,12888,1400548,0,12888,12890,1401596,12905,1401645,12906,1402693,49,49,0,1397404,1403195,91
219,1000012970,0,2,12959,1404836,12968,1405931,47,0,1000028569,1404836,1405931,1095,1000028570,1406431,1406934,1408031,1097,503,1000028552,1403790,503,12939,1406934,0,12939,12941,1407982,12960,1408031,12961,1409079,49,49,0,1403790,1409581,92
219,1000012974,1,3,12963,1404837,12976,1405932,47,0,1000028575,1404837,1405932,1095,1000028576,1406432,1406935,1408032,1097,503,1000028555,1403791,503,12947,1406935,0,12947,12949,1407983,12964,1408032,12965,1409080,49,49,0,1403791,1409582,91
220,1000013029,0,2,13018,1411223,13027,1412318,47,0,1000028617,1411223,1412318,1095,1000028618,1412818,1413321,1414418,1097,503,1000028600,1410177,503,12998,1413321,0,12998,13000,1414369,13019,1414418,13020,1415466,49,49,0,1410177,1415968,92
220,1000013033,1,3,13022,1411224,13035,1412319,47,0,1000028623,1411224,1412319,1095,1000028624,1412819,1413322,1414419,1097,503,1000028603,1410178,503,13006,1413322,0,13006,13008,1414370,13023,1414419,13024,1415467,49,49,0,1410178,1415969,91
221,1000013088,0,2,13077,1417610,13086,1418705,47,0,1000028665,1417610,1418705,1095,1000028666,1419205,1419708,1420805,1097,503,1000028648,1416564,503,13057,1419708,0,13057,13059,1420756,13078,1420805,13079,1421853,49,49,0,1416564,1422355,92
221,1000013092,1,3,13081,1417611,13094,1418706,47,0,1000028671,1417611,1418706,1095,1000028672,1419206,1419709,1420806,1097,503,1000028651,1416565,503,13065,1419709,0,13065,13067,1420757,13082,1420806,13083,1421854,49,49,0,1416565,1422356,91
222,1000013147,0,2,13136,1423997,13145,1425092,47,0,1000028713,1423997,1425092,1095,1000028714,1425592,1426095,1427192,1097,503,1000028696,1422951,503,13116,1426095,0,13116,13118,1427143,13137,1427192,13138,1428240,49,49,0,1422951,1428742,92
222,1000013151,1,3,13140,1423998,13153,1425093,47,0,1000028719,1423998,1425093,1095,1000028720,1425593,1426096,1427193,1097,503,1000028699,1422952,503,13124,1426096,0,13124,13126,1427144,13141,1427193,13142,1428241,49,49,0,1422952,1428743,91
223,1000013206,0,2,13195,1430384,13204,1431479,47,0,1000028761,1430384,1431479,1095,1000028762,1431979,1432482,1433579,1097,503,1000028744,1429338,503,13175,1432482,0,13175,13177,1433530,13196,1433579,13197,1434627,49,49,0,1429338,1435129,92
223,1000013210,1,3,13199,1430385,13212,1431480,47,0,1000028767,1430385,1431480,1095,1000028768,1431980,1432483,1433580,1097,503,1000028747,1429339,503,13183,1432483,0,13183,13185,1433531,13200,1433580,13201,1434628,49,49,0,1429339,1435130,91
224,1000013265,0,2,13254,1436771,13263,1437866,47,0,1000028809,1436771,1437866,1095,1000028810,1438366,1438869,1439966,1097,503,1000028792,1435725,503,13234,1438869,0,13234,13236,1439917,13255,1439966,13256,1441014,49,49,0,1435725,1441516,92
224,1000013269,1,3,13258,1436772,13271,1437867,47,0,1000028815,1436772,1437867,1095,1000028816,1438367,1438870,1439967,1097,503,1000028795,1435726,503,13242,1438870,0,13242,13244,1439918,13259,1439967,13260,1441015,49,49,0,1435726,1441517,91
225,1000013324,0,2,13313,1443158,13322,1444253,47,0,1000028857,1443158,1444253,1095,1000028858,1444753,1445256,1446353,1097,503,1000028840,1442112,503,13293,1445256,0,13293,13295,1446304,13314,1446353,13315,1447401,49,49,0,1442112,1447903,92
225,1000013328,1,3,13317,1443159,13330,1444254,47,0,1000028863,1443159,1444254,1095,1000028864,1444754,1445257,1446354,1097,503,1000028843,1442113,503,13301,1445257,0,13301,13303,1446305,13318,1446354,13319,1447402,49,49,0,1442113,1447904,91
226,1000013383,0,2,13372,1449545,13381,1450640,47,0,1000028905,1449545,1450640,1095,1000028906,1451140,1451643,1452740,1097,503,1000028888,1448499,503,13352,1451643,0,13352,13354,1452691,13373,1452740,13374,1453788,49,49,0,1448499,1454290,92
226,1000013387,1,3,13376,1449546,13389,1450641,47,0,1000028911,1449546,1450641,1095,1000028912,1451141,1451644,1452741,1097,503,1000028891,1448500,503,13360,1451644,0,13360,13362,1452692,13377,1452741,13378,1453789,49,49,0,1448500,1454291,91
227,1000013442,0,2,13431,1455932,13440,1457027,47,0,1000028953,1455932,1457027,1095,1000028954,1457527,1458030,1459127,1097,503,1000028936,1454886,503,13411,1458030,0,13411,13413,1459078,13432,1459127,13433,1460175,49,49,0,1454886,1460677,92
227,1000013446,1,3,13435,1455933,13448,1457028,47,0,1000028959,1455933,1457028,1095,1000028960,1457528,1458031,1459128,1097,503,1000028939,1454887,503,13419,1458031,0,13419,13421,1459079,13436,1459128,13437,1460176,49,49,0,1454887,1460678,91
228,1000013501,0,2,13490,1462319,13499,1463414,47,0,1000029001,1462319,1463414,1095,1000029002,1463914,1464417,1465514,1097,503,1000028984,1461273,503,13470,1464417,0,13470,13472,1465465,13491,1465514,13492,1466562,49,49,0,1461273,1467064,92
228,1000013505,1,3,13494,1462320,13507,1463415,47,0,1000029007,1462320,1463415,1095,1000029008,1463915,1464418,1465515,1097,503,1000028987,1461274,503,13478,1464418,0,13478,13480,1465466,13495,1465515,13496,1466563,49,49,0,1461274,1467065,91
229,1000013560,0,2,13549,1468706,13558,1469801,47,0,1000029049,1468706,1469801,1095,1000029050,1470301,1470804,1471901,1097,503,1000029032,1467660,503,13529,1470804,0,13529,13531,1471852,13550,1471901,13551,1472949,49,49,0,1467660,1473451,92
229,1000013564,1,3,13553,1468707,13566,1469802,47,0,1000029055,1468707,1469802,1095,1000029056,1470302,1470805,1471902,1097,503,1000029035,1467661,503,13537,1470805,0,13537,13539,1471853,13554,1471902,13555,1472950,49,49,0,1467661,1473452,91
230,1000013619,0,2,13608,1475093,13617,1476188,47,0,1000029097,1475093,1476188,1095,1000029098,1476688,1477191,1478288,1097,503,1000029080,1474047,503,13588,1477191,0,13588,13590,1478239,13609,1478288,13610,1479336,49,49,0,1474047,1479838,92
