variant,cores,stage,root,root_core,root_start,root_end,period_from_previous_root,first_compute_start
vector,5,93,5558,2,693476,693489,7347,686142
vector,5,94,5617,2,700823,700836,7347,693489
vector,5,95,5676,2,708170,708183,7347,700836
vector,5,96,5735,2,715517,715530,7347,708183
vector,5,97,5794,2,722864,722877,7347,715530
vector,5,98,5853,2,730211,730224,7347,722877
vector,5,99,5912,2,737558,737571,7347,730224
vector,5,100,5971,2,744905,744918,7347,737571
vector,5,101,6030,2,752252,752265,7347,744918
vector,5,102,6089,2,759599,759612,7347,752265
vector,5,103,6148,2,766946,766959,7347,759612
vector,5,104,6207,2,774293,774306,7347,766959
vector,5,105,6266,2,781640,781653,7347,774306
vector,5,106,6325,2,788987,789000,7347,781653
vector,5,107,6384,2,796334,796347,7347,789000
vector,5,108,6443,2,803681,803694,7347,796347
vector,5,109,6502,2,811028,811041,7347,803694
vector,5,110,6561,2,818375,818388,7347,811041
vector,5,111,6620,2,825722,825735,7347,818388
vector,5,112,6679,2,833069,833082,7347,825735
vector,5,113,6738,2,840416,840429,7347,833082
vector,5,114,6797,2,847763,847776,7347,840429
vector,5,115,6856,2,855110,855123,7347,847776
vector,5,116,6915,2,862457,862470,7347,855123
vector,5,117,6974,2,869804,869817,7347,862470
vector,5,118,7033,2,877151,877164,7347,869817
vector,5,119,7092,2,884498,884511,7347,877164
vector,5,120,7151,2,891845,891858,7347,884511
vector,5,121,7210,2,899192,899205,7347,891858
vector,5,122,7269,2,906539,906552,7347,899205
vector,5,123,7328,2,913886,913899,7347,906552
vector,5,124,7387,2,921233,921246,7347,913899
vector,5,125,7446,2,928580,928593,7347,921246
vector,5,126,7505,2,935927,935940,7347,928593
vector,5,127,7564,2,943274,943287,7347,935940
vector,5,128,7623,2,950621,950634,7347,943287
vector,5,129,7682,2,957968,957981,7347,950634
vector,5,130,7741,2,965315,965328,7347,957981
vector,5,131,7800,2,972662,972675,7347,965328
vector,5,132,7859,2,980009,980022,7347,972675
vector,5,133,7918,2,987356,987369,7347,980022
vector,5,134,7977,2,994703,994716,7347,987369
vector,5,135,8036,2,1002050,1002063,7347,994716
vector,5,136,8095,2,1009397,1009410,7347,1002063
vector,5,137,8154,2,1016744,1016757,7347,1009410
vector,5,138,8213,2,1024091,1024104,7347,1016757
vector,5,139,8272,2,1031438,1031451,7347,1024104
vector,5,140,8331,2,1038785,1038798,7347,1031451
vector,5,141,8390,2,1046132,1046145,7347,1038798
vector,5,142,8449,2,1053479,1053492,7347,1046145
vector,5,143,8508,2,1060826,1060839,7347,1053492
vector,5,144,8567,2,1068173,1068186,7347,1060839
vector,5,145,8626,2,1075520,1075533,7347,1068186
vector,5,146,8685,2,1082867,1082880,7347,1075533
vector,5,147,8744,2,1090214,1090227,7347,1082880
vector,5,148,8803,2,1097561,1097574,7347,1090227
vector,5,149,8862,2,1104908,1104921,7347,1097574
vector,5,150,8921,2,1112255,1112268,7347,1104921
vector,5,151,8980,2,1119602,1119615,7347,1112268
vector,5,152,9039,2,1126949,1126962,7347,1119615
vector,5,153,9098,2,1134296,1134309,7347,1126962
vector,5,154,9157,2,1141643,1141656,7347,1134309
vector,5,155,9216,2,1148990,1149003,7347,1141656
vector,5,156,9275,2,1156337,1156350,7347,1149003
vector,5,157,9334,2,1163684,1163697,7347,1156350
vector,5,158,9393,2,1171031,1171044,7347,1163697
vector,5,159,9452,2,1178378,1178391,7347,1171044
vector,5,160,9511,2,1185725,1185738,7347,1178391
vector,5,161,9570,2,1193072,1193085,7347,1185738
vector,5,162,9629,2,1200419,1200432,7347,1193085
vector,5,163,9688,2,1207766,1207779,7347,1200432
vector,5,164,9747,2,1215113,1215126,7347,1207779
vector,5,165,9806,2,1222460,1222473,7347,1215126
vector,5,166,9865,2,1229807,1229820,7347,1222473
vector,5,167,9924,2,1237154,1237167,7347,1229820
vector,5,168,9983,2,1244501,1244514,7347,1237167
vector,5,169,10042,2,1251848,1251861,7347,1244514
vector,5,170,10101,2,1259195,1259208,7347,1251861
vector,5,171,10160,2,1266542,1266555,7347,1259208
vector,5,172,10219,2,1273889,1273902,7347,1266555
vector,5,173,10278,2,1281236,1281249,7347,1273902
vector,5,174,10337,2,1288583,1288596,7347,1281249
vector,5,175,10396,2,1295930,1295943,7347,1288596
vector,5,176,10455,2,1303277,1303290,7347,1295943
vector,5,177,10514,2,1310624,1310637,7347,1303290
vector,5,178,10573,2,1317971,1317984,7347,1310637
vector,5,179,10632,2,1325318,1325331,7347,1317984
vector,5,180,10691,2,1332665,1332678,7347,1325331
vector,5,181,10750,2,1340012,1340025,7347,1332678
vector,5,182,10809,2,1347359,1347372,7347,1340025
vector,5,183,10868,2,1354706,1354719,7347,1347372
vector,5,184,10927,2,1362053,1362066,7347,1354719
vector,5,185,10986,2,1369400,1369413,7347,1362066
vector,5,186,11045,2,1376747,1376760,7347,1369413
vector,5,187,11104,2,1384094,1384107,7347,1376760
vector,5,188,11163,2,1391441,1391454,7347,1384107
vector,5,189,11222,2,1398788,1398801,7347,1391454
vector,5,190,11281,2,1406135,1406148,7347,1398801
vector,5,191,11340,2,1413482,1413495,7347,1406148
vector,5,192,11399,2,1420829,1420842,7347,1413495
vector,5,193,11458,2,1428176,1428189,7347,1420842
vector,5,194,11517,2,1435523,1435536,7347,1428189
vector,5,195,11576,2,1442870,1442883,7347,1435536
vector,5,196,11635,2,1450217,1450230,7347,1442883
vector,5,197,11694,2,1457564,1457577,7347,1450230
vector,5,198,11753,2,1464911,1464924,7347,1457577
vector,5,199,11812,2,1472258,1472271,7347,1464924
vector,5,200,11871,2,1479605,1479618,7347,1472271
vector,5,201,11930,2,1486952,1486965,7347,1479618
vector,5,202,11989,2,1494299,1494312,7347,1486965
vector,5,203,12048,2,1501646,1501659,7347,1494312
vector,5,204,12107,2,1508993,1509006,7347,1501659
vector,5,205,12166,2,1516340,1516353,7347,1509006
vector,5,206,12225,2,1523687,1523700,7347,1516353
vector,5,207,12284,2,1531034,1531047,7347,1523700
vector,5,208,12343,2,1538381,1538394,7347,1531047
vector,5,209,12402,2,1545728,1545741,7347,1538394
vector,5,210,12461,2,1553075,1553088,7347,1545741
vector,5,211,12520,2,1560422,1560435,7347,1553088
vector,5,212,12579,2,1567769,1567782,7347,1560435
vector,5,213,12638,2,1575116,1575129,7347,1567782
vector,5,214,12697,2,1582463,1582476,7347,1575129
vector,5,215,12756,2,1589810,1589823,7347,1582476
vector,5,216,12815,2,1597157,1597170,7347,1589823
vector,5,217,12874,2,1604504,1604517,7347,1597170
vector,5,218,12933,2,1611851,1611864,7347,1604517
vector,5,219,12992,2,1619198,1619211,7347,1611864
vector,5,220,13051,2,1626545,1626558,7347,1619211
vector,5,221,13110,2,1633892,1633905,7347,1626558
vector,5,222,13169,2,1641239,1641252,7347,1633905
vector,5,223,13228,2,1648586,1648599,7347,1641252
vector,5,224,13287,2,1655933,1655946,7347,1648599
vector,5,225,13346,2,1663280,1663293,7347,1655946
vector,5,226,13405,2,1670627,1670640,7347,1663293
vector,5,227,13464,2,1677974,1677987,7347,1670640
vector,5,228,13523,2,1685321,1685334,7347,1677987
vector,5,229,13582,2,1692668,1692681,7347,1685334
vector,5,230,13641,2,1700015,1700028,7347,1692681
vector,5,231,13700,2,1707362,1707375,7347,1700028
vector,5,232,13759,2,1714709,1714722,7347,1707375
vector,5,233,13818,2,1722056,1722069,7347,1714722
vector,5,234,13877,2,1729403,1729416,7347,1722069
vector,5,235,13936,2,1736750,1736763,7347,1729416
vector,5,236,13995,2,1744097,1744110,7347,1736763
vector,5,237,14054,2,1751444,1751457,7347,1744110
vector,5,238,14113,2,1758791,1758804,7347,1751457
vector,5,239,14172,2,1766138,1766151,7347,1758804
vector,5,240,14231,2,1773485,1773498,7347,1766151
vector,5,241,14290,2,1780832,1780845,7347,1773498
vector,5,242,14349,2,1788179,1788192,7347,1780845
vector,5,243,14408,2,1795526,1795539,7347,1788192
vector,5,244,14467,2,1802873,1802886,7347,1795539
vector,5,245,14526,2,1810220,1810233,7347,1802886
vector,5,246,14585,2,1817567,1817580,7347,1810233
vector,5,247,14644,2,1824914,1824927,7347,1817580
vector,5,248,14703,2,1832261,1832274,7347,1824927
vector,5,249,14762,2,1839608,1839621,7347,1832274
vector,5,250,14821,2,1846955,1846968,7347,1839621
vector,5,251,14880,2,1854302,1854315,7347,1846968
vector,5,252,14939,2,1861649,1861662,7347,1854315
vector,5,253,14998,2,1868996,1869009,7347,1861662
vector,5,254,15057,2,1876343,1876356,7347,1869009
vector,5,255,15116,2,1883690,1883703,7347,1876356
vector,5,256,15175,2,1891037,1891050,7347,1883703
vector,5,257,15234,2,1898384,1898397,7347,1891050
vector,5,258,15293,2,1905731,1905744,7347,1898397
vector,5,259,15352,2,1913078,1913091,7347,1905744
vector,5,260,15411,2,1920425,1920438,7347,1913091
vector,5,261,15470,2,1927772,1927785,7347,1920438
vector,5,262,15529,2,1935119,1935132,7347,1927785
vector,5,263,15588,2,1942466,1942479,7347,1935132
vector,5,264,15647,2,1949813,1949826,7347,1942479
vector,5,265,15706,2,1957160,1957173,7347,1949826
vector,5,266,15765,2,1964507,1964520,7347,1957173
vector,5,267,15824,2,1971854,1971867,7347,1964520
vector,5,268,15883,2,1979201,1979214,7347,1971867
vector,5,269,15942,2,1986548,1986561,7347,1979214
vector,5,270,16001,2,1993895,1993908,7347,1986561
vector,5,271,16060,2,2001242,2001255,7347,1993908
vector,5,272,16119,2,2008589,2008602,7347,2001255
vector,5,273,16178,2,2015936,2015949,7347,2008602
vector,5,274,16237,2,2023283,2023296,7347,2015949
vector,5,275,16296,2,2030630,2030643,7347,2023296
vector,5,276,16355,2,2037977,2037990,7347,2030643
vector,5,277,16414,2,2045324,2045337,7347,2037990
vector,5,278,16473,2,2052671,2052684,7347,2045337
vector,5,279,16532,2,2060018,2060031,7347,2052684
vector,5,280,16591,2,2067365,2067378,7347,2060031
vector,5,281,16650,2,2074712,2074725,7347,2067378
vector,5,282,16709,2,2082059,2082072,7347,2074725
vector,5,283,16768,2,2089406,2089419,7347,2082072
vector,5,284,16827,2,2096753,2096766,7347,2089419
vector,5,285,16886,2,2104100,2104113,7347,2096766
vector,5,286,16945,2,2111447,2111460,7347,2104113
vector,5,287,17004,2,2118794,2118807,7347,2111460
vector,5,288,17063,2,2126141,2126154,7347,2118807
vector,5,289,17122,2,2133488,2133501,7347,2126154
vector,5,290,17181,2,2140835,2140848,7347,2133501
vector,5,291,17240,2,2148182,2148195,7347,2140848
vector,5,292,17299,2,2155529,2155542,7347,2148195
vector,5,293,17358,2,2162876,2162889,7347,2155542
vector,5,294,17417,2,2170223,2170236,7347,2162889
vector,5,295,17476,2,2177570,2177583,7347,2170236
vector,5,296,17535,2,2184917,2184930,7347,2177583
vector,5,297,17594,2,2192264,2192277,7347,2184930
vector,5,298,17653,2,2199611,2199624,7347,2192277
vector,5,299,17712,2,2206958,2206971,7347,2199624
vector,5,300,17771,2,2214305,2214318,7347,2206971
vector,5,301,17830,2,2221652,2221665,7347,2214318
vector,5,302,17889,2,2228999,2229012,7347,2221665
vector,5,303,17948,2,2236346,2236359,7347,2229012
vector,5,304,18007,2,2243693,2243706,7347,2236359
